AGCNr,Name,HIra,HIdec,OCra,OCdec,v21,w50,werr,flux,fluxerr,snratio,rms,dist,loghimass,detcode
335744,"HIdetHVC", 348.385010,  18.290556,   0.000000,   0.000000, -369, 44,  1,  9.04,0.16, 28.7,10.40,   0.0, 0.00,9
335132,"HIdetHVC", 348.394165,   6.552500,   0.000000,   0.000000, -331, 28,  0, 14.14,0.11, 66.0, 8.74,   0.0, 0.00,9
335745,"HIdetHVC", 348.399170,  12.638333,   0.000000,   0.000000, -333, 21,  0,  0.97,0.03, 18.1, 2.52,   0.0, 0.00,9
335133,"HIdetHVC", 348.413330,   5.981111,   0.000000,   0.000000, -325, 32,  1, 18.34,0.14, 61.3,10.91,   0.0, 0.00,9
333319,"HIdetHVC", 348.427094,  24.596390,   0.000000,   0.000000, -125, 21,  2,  4.24,0.09, 35.6, 5.46,   0.0, 0.00,9
335746,"HIdetHVC", 348.440002,  17.804722,   0.000000,   0.000000, -373, 25,  0,  7.91,0.09, 43.6, 7.51,   0.0, 0.00,9
335747,"HIdetHVC", 348.440826,   5.718611,   0.000000,   0.000000, -335, 26,  0, 13.26,0.08, 91.9, 6.18,   0.0, 0.00,9
334813,"HIdetHVC", 348.458740,   7.953889,   0.000000,   0.000000, -337, 21,  0,  9.04,0.07, 75.8, 5.66,   0.0, 0.00,9
335748,"HIdetHVC", 348.466675,  12.727221,   0.000000,   0.000000, -334, 24,  0,  1.57,0.05, 17.0, 3.96,   0.0, 0.00,9
335749,"HIdetHVC", 348.470856,  12.970833,   0.000000,   0.000000, -336, 27,  1,  1.36,0.03, 21.3, 2.63,   0.0, 0.00,9
335750,"HIdetHVC", 348.476685,   2.940556,   0.000000,   0.000000, -245, 28,  8,  8.28,0.09, 58.2, 5.81,   0.0, 0.00,9
335751,"HIdetHVC", 348.487915,  16.324446,   0.000000,   0.000000, -382, 22,  0,  2.62,0.04, 29.9, 3.61,   0.0, 0.00,9
334420,"HIdetHVC", 348.518738,   2.203611,   0.000000,   0.000000, -326, 21,  2,  4.75,0.08, 48.3, 4.49,   0.0, 0.00,9
 12434,"431-021 ", 348.520844,  13.176389, 348.522491,  13.177501, 2683,178,  3,  5.72,0.08, 39.7, 2.41,  39.0, 9.31,1
749097,"HIdetHVC", 348.545837,  16.092222,   0.000000,   0.000000, -375, 18,  1,  1.11,0.03, 16.1, 3.07,   0.0, 0.00,9
335752,"HIdetHVC", 348.547485,  17.497778,   0.000000,   0.000000, -368, 28,  1, 22.90,0.15, 80.5,11.61,   0.0, 0.00,9
335753,"HIdetHVC", 348.548340,   4.890000,   0.000000,   0.000000, -293, 42,  1,  2.40,0.09, 12.9, 6.09,   0.0, 0.00,9
335754,"HIdetHVC", 348.557495,  16.886944,   0.000000,   0.000000, -338, 30,  1,  8.56,0.08, 56.3, 6.19,   0.0, 0.00,9
335755,"HIdetHVC", 348.566254,   3.391667,   0.000000,   0.000000,   39, 38,  0, 29.06,0.13,114.8, 8.98,   0.0, 0.00,9
335756,"HIdetHVC", 348.582916,   3.709167,   0.000000,   0.000000, -256, 31,  3,  6.44,0.23, 22.6,11.02,   0.0, 0.00,9
333481,"HIdetHVC", 348.601685,  31.744167,   0.000000,   0.000000, -125, 37,  1,  1.29,0.05, 12.7, 3.43,   0.0, 0.00,9
335757,"HIdetHVC", 348.607483,  12.480000,   0.000000,   0.000000, -330, 23,  0,  4.01,0.08, 25.8, 6.71,   0.0, 0.00,9
334421,"HIdetHVC", 348.617493,   1.717778,   0.000000,   0.000000, -305, 25,  1,  2.44,0.08, 17.6, 6.30,   0.0, 0.00,9
 12442,"N7537   ", 348.648743,   4.501667, 348.644165,   4.498333, 2677,327,  5, 30.72,0.11,151.0, 2.51,  39.8,10.06,1
335758,"HIdetHVC", 348.674194,   3.003333,   0.000000,   0.000000, -318, 26,  2, 14.50,0.17, 65.3, 9.30,   0.0, 0.00,9
 12447,"N7541   ", 348.690430,   4.531389, 348.682495,   4.533889, 2690,418,  5, 38.89,0.14,151.1, 2.75,  32.1, 9.98,1
333838,"        ", 348.697113,   4.633333, 348.696655,   4.636667, 2861, 69,  6,  2.44,0.06, 27.6, 2.36,  41.3, 8.99,1
749098,"HIdetHVC", 348.699585,  14.879167,   0.000000,   0.000000, -336, 63,  3,  7.38,0.31, 13.9,14.70,   0.0, 0.00,9
335759,"HIdetHVC", 348.730835,  13.075833,   0.000000,   0.000000, -324, 22,  0,  1.35,0.04, 17.0, 3.65,   0.0, 0.00,9
335760,"HIdetHVC", 348.735413,  13.491667,   0.000000,   0.000000, -329, 19,  1,  0.59,0.03, 10.1, 2.72,   0.0, 0.00,9
335761,"HIdetHVC", 348.746246,   5.145278,   0.000000,   0.000000, -299, 29,  0,  5.02,0.07, 35.4, 5.62,   0.0, 0.00,9
335762,"HIdetHVC", 348.757507,   3.868889,   0.000000,   0.000000, -317, 23,  3,  1.14,0.06, 11.5, 4.36,   0.0, 0.00,9
334422,"HIdetHVC", 348.811249,   1.030555,   0.000000,   0.000000, -296, 26,  0,  4.72,0.17, 12.8,14.69,   0.0, 0.00,9
749099,"HIdetHVC", 348.834564,  14.088611,   0.000000,   0.000000, -327, 21,  1,  2.31,0.06, 21.9, 4.58,   0.0, 0.00,9
333320,"OHM     ", 348.836670,  26.085556,   0.000000,   0.000000, 1305,509, 77,  1.95,0.13,  7.8, 2.19,  19.7, 8.25,2
333482,"HIdetHVC", 348.846252,  30.478889,   0.000000,   0.000000, -440, 28,  5,  1.07,0.08,  7.9, 5.52,   0.0, 0.00,9
335763,"HIdetHVC", 348.860016,  16.487501,   0.000000,   0.000000, -346, 29,  0,  7.44,0.05, 67.5, 4.33,   0.0, 0.00,9
333840,"        ", 348.872925,   4.612500, 348.873749,   4.613055, 2686,134,  2,  4.04,0.08, 29.2, 2.66,  38.8, 9.16,1
335764,"HIdetHVC", 348.881256,  20.840557,   0.000000,   0.000000, -370, 24,  1,  1.54,0.06, 13.1, 4.96,   0.0, 0.00,9
335765,"HIdetHVC", 348.908325,  17.473333,   0.000000,   0.000000, -363, 27,  0, 21.24,0.14, 80.5,11.19,   0.0, 0.00,9
334814,"HIdetHVC", 348.976685,   8.208333,   0.000000,   0.000000, -299, 28,  1,  1.46,0.08,  9.7, 6.09,   0.0, 0.00,9
334423,"HIdetHVC", 349.022491,   1.582778,   0.000000,   0.000000, -329, 29,  1,  3.38,0.09, 18.3, 7.27,   0.0, 0.00,9
335766,"HIdetHVC", 349.026245,   3.340278,   0.000000,   0.000000, -228, 35,  4,  2.01,0.12, 12.2, 6.08,   0.0, 0.00,9
749100,"HIdetHVC", 349.048737,  14.224999,   0.000000,   0.000000, -338, 34,  0, 14.56,0.09, 80.3, 5.73,   0.0, 0.00,9
335135,"HIdetHVC", 349.056244,   5.918611,   0.000000,   0.000000, -291, 23,  1,  3.34,0.07, 25.9, 5.73,   0.0, 0.00,9
 12471,"M+359021", 349.120422,  18.563334, 349.118744,  18.562222, 2062,145,  3,  9.07,0.07, 69.0, 2.43,  28.6, 9.24,1
335240,"        ", 349.135010,  18.655277, 349.137939,  18.665556, 2007, 92,  4,  2.09,0.07, 17.2, 2.80,  29.5, 8.63,1
335767,"HIdetHVC", 349.141235,   3.177222,   0.000000,   0.000000, -346, 29,  2,  4.69,0.10, 27.9, 6.74,   0.0, 0.00,9
335768,"HIdetHVC", 349.309998,   3.036944,   0.000000,   0.000000, -297, 27,  2, 10.88,0.17, 44.2,10.16,   0.0, 0.00,9
335769,"HIdetHVC", 349.319183,   5.541111,   0.000000,   0.000000, -305, 32,  1,  0.83,0.04,  9.0, 3.34,   0.0, 0.00,9
334424,"HIdetHVC", 349.329987,   1.494167,   0.000000,   0.000000, -280, 34,  1,  0.93,0.06,  7.8, 4.40,   0.0, 0.00,9
335770,"HIdetHVC", 349.448761,   2.248611,   0.000000,   0.000000, -294, 30,  2, 36.30,0.21,119.7,11.98,   0.0, 0.00,9
749101,"HIdetHVC", 349.485413,  14.835833,   0.000000,   0.000000, -331, 22,  0,  3.61,0.05, 30.2, 4.42,   0.0, 0.00,9
335771,"HIdetHVC", 349.574585,  16.753611,   0.000000,   0.000000, -340, 19,  0,  1.60,0.05, 15.5, 4.76,   0.0, 0.00,9
748756,"        ", 349.585815,  16.148611, 349.579590,  16.150000, 2917, 20,  3,  0.46,0.03, 10.5, 2.06,  42.3, 8.29,1
335772,"HIdetHVC", 349.598328,   4.351666,   0.000000,   0.000000, -292, 24,  0,  5.30,0.10, 25.8, 8.72,   0.0, 0.00,9
334425,"HIdetHVC", 349.635406,   1.801667,   0.000000,   0.000000, -288, 36,  0, 36.49,0.20, 88.6,14.47,   0.0, 0.00,9
332525,"        ", 349.635834,  13.441667, 349.639587,  13.438334, 2598,157,  2,  4.13,0.07, 32.9, 2.24,  37.7, 9.14,1
334426,"HIdetHVC", 349.657043,   1.470000,   0.000000,   0.000000, -198, 23,  1,  1.64,0.07, 11.3, 6.28,   0.0, 0.00,9
 12495,"454-035 ", 349.697906,  16.627222, 349.701660,  16.626667, 2618,182,  3,  5.67,0.08, 38.8, 2.42,  43.6, 9.41,1
334427,"HIdetHVC", 349.698303,   1.051389,   0.000000,   0.000000, -249, 24,  1,  2.10,0.11,  9.2, 9.44,   0.0, 0.00,9
630894,"HIdetHVC", 349.736267,  -0.140278,   0.000000,   0.000000, -288, 18,  0,  0.69,0.04,  7.6, 4.32,   0.0, 0.00,9
749102,"HIdetHVC", 349.743744,  15.993611,   0.000000,   0.000000, -331, 46,  2,  0.91,0.05,  8.6, 3.14,   0.0, 0.00,9
330222,"380-027 ", 349.758759,   2.849444, 349.758759,   2.850278, 2961,139,  3,  5.11,0.08, 36.5, 2.65,  42.6, 9.34,1
335201,"rgmph   ", 349.823334,  16.298056, 349.825439,  16.295555, 2926, 89,  6,  0.76,0.05,  8.1, 2.21,  42.4, 8.51,1
333321,"HIdetHVC", 349.840424,  24.883888,   0.000000,   0.000000, -150, 30,  3,  1.63,0.11, 13.2, 4.87,   0.0, 0.00,9
330229,"454-038 ", 349.845428,  16.564444, 349.840851,  16.566946, 2918,144, 24,  0.66,0.07,  5.2, 2.35,  42.3, 8.44,2
335242,"        ", 349.859589,  18.644167, 349.867523,  18.634167, 1792, 35,  7,  0.66,0.06,  8.9, 2.74,  26.4, 8.03,1
335202,"rgmph   ", 349.862518,  17.258333, 349.856262,  17.261389, 1636, 49,  7,  0.49,0.05,  6.4, 2.41,  24.1, 7.83,1
335773,"HIdetHVC", 349.905426,  17.909445,   0.000000,   0.000000, -395, 24,  0,  1.43,0.06, 11.5, 5.33,   0.0, 0.00,9
335774,"HIdetHVC", 349.905853,  10.473611,   0.000000,   0.000000, -436, 24,  0,  0.94,0.05,  9.6, 4.10,   0.0, 0.00,9
749103,"HIdetHVC", 349.909607,  15.127501,   0.000000,   0.000000, -384, 25,  1,  0.78,0.04,  9.1, 3.33,   0.0, 0.00,9
332152,"        ", 349.915436,   8.748889, 349.895020,   8.760278, 3114, 39,  9,  0.32,0.05,  4.8, 2.37,  48.4, 8.25,2
335646,"HIdet   ", 349.918365,  17.056110,   0.000000,   0.000000, 1596, 29,  5,  0.76,0.05, 10.6, 2.90,  23.5, 8.00,1
334428,"HIdetHVC", 349.925415,   0.252500,   0.000000,   0.000000, -260, 16,  0,  6.45,0.09, 36.4, 9.03,   0.0, 0.00,9
335775,"HIdetHVC", 349.952515,  18.550833,   0.000000,   0.000000, -394, 24,  1,  2.47,0.05, 22.8, 4.65,   0.0, 0.00,9
335776,"HIdetHVC", 349.979187,  11.905555,   0.000000,   0.000000, -375, 20,  0,  7.60,0.06, 73.0, 5.09,   0.0, 0.00,9
335777,"HIdetHVC", 349.981262,  17.463612,   0.000000,   0.000000, -394, 19,  0,  0.97,0.03, 20.2, 2.47,   0.0, 0.00,9
335203,"rgmph   ", 350.007935,   3.070833, 350.015015,   3.065000, 2934,102,  7,  0.81,0.07,  6.4, 2.80,  42.2, 8.53,1
334429,"HIdetHVC", 350.009155,   0.289167,   0.000000,   0.000000, -264, 28,  1, 20.93,0.15, 71.2,12.03,   0.0, 0.00,9
332098,"        ", 350.020447,   8.604167, 350.032928,   8.618334, 2956,114,  9,  0.74,0.08,  5.5, 2.81,  48.4, 8.61,2
333339,"HIdetHVC", 350.098328,  24.235556,   0.000000,   0.000000, -131, 49,  2,  2.25,0.09, 15.8, 4.50,   0.0, 0.00,9
749104,"HIdetHVC", 350.099609,  15.593333,   0.000000,   0.000000, -377, 87,  7,  1.57,0.11,  8.3, 4.52,   0.0, 0.00,9
334430,"HIdetHVC", 350.107941,   1.614167,   0.000000,   0.000000, -231, 23,  0,  1.56,0.06, 12.5, 5.48,   0.0, 0.00,9
335181,"rgmph   ", 350.113770,  16.990557, 350.111237,  16.986668, 2384, 25,  2,  1.25,0.04, 24.8, 2.16,  34.7, 8.55,1
 12529,"N7625   ", 350.127930,  17.229445, 350.125000,  17.226389, 1628,161,  5, 19.03,0.10,129.0, 2.59,  24.0, 9.41,1
335778,"HIdetHVC", 350.142090,   2.025000,   0.000000,   0.000000, -230, 36,  6,  3.34,0.18, 14.0, 8.61,   0.0, 0.00,9
334432,"HIdetHVC", 350.157928,   0.767222,   0.000000,   0.000000, -277, 32,  0,  7.04,0.10, 39.4, 7.03,   0.0, 0.00,9
334658,"        ", 350.172943,   8.727221, 350.173340,   8.721666, 3042,143, 11,  1.14,0.08,  9.2, 2.32,  48.3, 8.80,1
335779,"HIdetHVC", 350.174591,  10.931667,   0.000000,   0.000000, -337, 26,  0,  8.46,0.10, 37.0, 9.01,   0.0, 0.00,9
334433,"HIdetHVC", 350.186249,   0.227778,   0.000000,   0.000000, -263, 18,  1,  2.79,0.09, 14.9, 8.99,   0.0, 0.00,9
334434,"HIdetHVC", 350.200867,   0.417778,   0.000000,   0.000000, -294, 26,  1,  2.45,0.08, 16.9, 6.22,   0.0, 0.00,9
335780,"HIdetHVC", 350.212097,  12.595833,   0.000000,   0.000000, -348, 16,  0,  0.65,0.02, 10.2, 2.79,   0.0, 0.00,9
749105,"HIdetHVC", 350.221252,  15.324445,   0.000000,   0.000000, -403, 23,  0,  0.95,0.03, 15.3, 2.56,   0.0, 0.00,9
335781,"HIdetHVC", 350.242523,   3.011389,   0.000000,   0.000000, -306, 32,  3,  1.78,0.10, 12.1, 5.60,   0.0, 0.00,9
335782,"HIdetHVC", 350.330444,  13.051111,   0.000000,   0.000000, -359, 28,  0,  2.51,0.05, 22.4, 4.13,   0.0, 0.00,9
335783,"HIdetHVC", 350.333344,   2.712778,   0.000000,   0.000000, -279, 26,  3,  1.21,0.06, 12.1, 4.18,   0.0, 0.00,9
334815,"HIdetHVC", 350.344177,  10.100834,   0.000000,   0.000000, -428, 37,  1,  2.62,0.09, 14.9, 6.32,   0.0, 0.00,9
334435,"HIdetHVC", 350.356659,   0.098056,   0.000000,   0.000000, -273, 30,  1,  4.16,0.08, 24.7, 6.52,   0.0, 0.00,9
334436,"HIdetHVC", 350.369171,   0.673889,   0.000000,   0.000000, -277, 30,  0, 27.64,0.18, 84.7,13.45,   0.0, 0.00,9
749106,"HIdetHVC", 350.428345,  14.915555,   0.000000,   0.000000, -402, 17,  1,  0.68,0.06,  6.2, 5.21,   0.0, 0.00,9
 12544,"406-088 ", 350.440826,   9.079444, 350.438354,   9.077778, 2857, 66,  2,  5.18,0.05, 62.0, 2.27,  48.3, 9.46,1
335784,"HIdetHVC", 350.446228,  11.838333,   0.000000,   0.000000, -361, 23,  0, 16.16,0.09, 94.0, 7.55,   0.0, 0.00,9
 12549,"        ", 350.470856,  17.438332, 350.472504,  17.436388, 1629,138,  2, 10.12,0.08, 74.0, 2.60,  24.0, 9.14,1
335785,"HIdetHVC", 350.481659,   2.278333,   0.000000,   0.000000, -260, 89,  3,  4.12,0.21, 10.8, 8.98,   0.0, 0.00,9
335786,"HIdetHVC", 350.500427,  11.205277,   0.000000,   0.000000, -312, 60,  6,  4.02,0.14, 13.5, 8.08,   0.0, 0.00,9
330283,"380-045 ", 350.505402,   1.692222, 350.500824,   1.692778, 2904,140,  3,  7.14,0.09, 48.0, 2.80,  41.7, 9.47,1
330287,"476-022 ", 350.522919,  27.517778, 350.524994,  27.521944, 2922,158,  8,  2.14,0.13, 10.7, 3.54,  42.3, 8.96,1
331161,"A2589-  ", 350.630829,  16.448332, 350.637512,  16.447498, 1621, 93,  6,  2.38,0.06, 22.6, 2.42,  23.8, 8.50,1
335787,"HIdetHVC", 350.745819,  16.332500,   0.000000,   0.000000, -365, 24,  1,  1.18,0.05, 11.6, 4.37,   0.0, 0.00,9
335142,"HIdetHVC", 350.756653,   7.539444,   0.000000,   0.000000, -291, 22,  0,  1.14,0.03, 18.4, 2.77,   0.0, 0.00,9
749107,"HIdetHVC", 350.819580,  14.008611,   0.000000,   0.000000, -350, 16,  0,  4.53,0.06, 39.8, 5.28,   0.0, 0.00,9
335204,"rgmph   ", 350.829590,  12.967500, 350.830811,  12.966666, 2950,105, 11,  1.09,0.07,  9.8, 2.41,  42.5, 8.67,1
335788,"HIdetHVC", 350.832520,   3.013611,   0.000000,   0.000000, -311, 36,  4,  6.40,0.26, 15.9,14.66,   0.0, 0.00,9
335789,"HIdetHVC", 350.916260,  12.005834,   0.000000,   0.000000, -356, 31,  0, 13.45,0.09, 71.5, 6.97,   0.0, 0.00,9
334816,"HIdetHVC", 350.916656,   8.544168,   0.000000,   0.000000, -300, 34,  2,  2.48,0.05, 22.8, 4.02,   0.0, 0.00,9
335143,"HIdetHVC", 350.945831,   7.333611,   0.000000,   0.000000, -259, 31,  1,  1.79,0.05, 15.8, 4.24,   0.0, 0.00,9
333322,"HIdetHVC", 350.953766,  24.646389,   0.000000,   0.000000, -410, 28,  7,  0.61,0.09,  6.1, 4.03,   0.0, 0.00,9
334817,"HIdetHVC", 350.995819,   8.154166,   0.000000,   0.000000, -325, 20,  0,  4.80,0.06, 34.9, 6.03,   0.0, 0.00,9
335790,"HIdetHVC", 351.039581,   2.487778,   0.000000,   0.000000, -311, 37,  3,  5.29,0.20, 16.9,11.15,   0.0, 0.00,9
334437,"HIdetHVC", 351.068756,   0.588333,   0.000000,   0.000000, -252, 31,  1,  2.43,0.06, 18.9, 4.76,   0.0, 0.00,9
 12578,"380-050 ", 351.094971,  -0.105000, 351.095398,  -0.108889, 2700,105,  3, 11.93,0.08, 94.2, 2.75,  17.1, 8.92,1
335791,"HIdetHVC", 351.099976,  11.785556,   0.000000,   0.000000, -348, 24,  0, 31.55,0.09,181.3, 7.45,   0.0, 0.00,9
749109,"HIdetHVC", 351.115845,  13.944722,   0.000000,   0.000000, -347, 21,  0,  1.89,0.05, 20.9, 3.87,   0.0, 0.00,9
334611,"HIdetHVC", 351.136230,  22.419722,   0.000000,   0.000000, -373, 20,  0,  0.58,0.03,  9.9, 2.92,   0.0, 0.00,9
334438,"HIdetHVC", 351.167511,   1.618889,   0.000000,   0.000000, -260, 16,  1,  0.63,0.04,  8.3, 3.93,   0.0, 0.00,9
335792,"HIdetHVC", 351.195831,   4.932222,   0.000000,   0.000000, -310, 25,  1,  0.90,0.04, 12.0, 3.34,   0.0, 0.00,9
749110,"HIdetHVC", 351.201233,  14.837500,   0.000000,   0.000000, -330, 28,  1,  1.32,0.04, 15.1, 3.25,   0.0, 0.00,9
334439,"HIdetHVC", 351.208344,   2.101667,   0.000000,   0.000000, -294, 50, 25,  1.89,0.12,  7.7, 7.64,   0.0, 0.00,9
335793,"HIdetHVC", 351.252472,  17.019167,   0.000000,   0.000000, -357, 22,  0,  5.46,0.06, 49.5, 5.00,   0.0, 0.00,9
335794,"HIdetHVC", 351.280396,  11.868611,   0.000000,   0.000000, -340, 24,  0, 22.72,0.09,127.1, 7.67,   0.0, 0.00,9
749111,"HIdetHVC", 351.372070,  15.207222,   0.000000,   0.000000, -368, 15,  1,  5.21,0.14, 21.2,11.62,   0.0, 0.00,9
334440,"HIdetHVC", 351.392487,   0.058333,   0.000000,   0.000000, -266, 24,  1,  1.79,0.05, 17.5, 4.30,   0.0, 0.00,9
749112,"HIdetHVC", 351.407501,  13.930278,   0.000000,   0.000000, -344, 33,  0,  8.54,0.09, 48.8, 5.75,   0.0, 0.00,9
335795,"HIdetHVC", 351.415405,  18.707224,   0.000000,   0.000000, -408, 25,  0,  4.90,0.08, 30.1, 6.77,   0.0, 0.00,9
335796,"HIdetHVC", 351.432892,  11.459722,   0.000000,   0.000000, -337, 24,  0, 29.08,0.08,186.0, 6.54,   0.0, 0.00,9
334441,"HIdetHVC", 351.442078,   1.597500,   0.000000,   0.000000, -295, 17,  0,  1.07,0.05, 10.2, 5.30,   0.0, 0.00,9
335797,"HIdetHVC", 351.449585,  13.860834,   0.000000,   0.000000, -346, 37,  1, 13.28,0.13, 55.2, 8.86,   0.0, 0.00,9
334818,"HIdetHVC", 351.471222,   8.058611,   0.000000,   0.000000, -302, 22,  0,  1.74,0.04, 21.5, 3.69,   0.0, 0.00,9
335243,"        ", 351.476227,  18.541388, 351.475800,  18.545834, 1507, 40,  5,  1.65,0.05, 25.0, 2.29,  22.2, 8.28,1
630895,"HIdetHVC", 351.488739,  -0.009444,   0.000000,   0.000000, -226, 20,  0,  2.69,0.04, 35.0, 3.74,   0.0, 0.00,9
335798,"HIdetHVC", 351.502899,  17.796944,   0.000000,   0.000000, -380, 28,  1,  0.95,0.05, 10.3, 3.71,   0.0, 0.00,9
331776,"AHISS   ", 351.529572,  14.260555, 351.527466,  14.264167, 2860, 18,  3,  0.55,0.03, 12.9, 2.07,  41.2, 8.34,1
335145,"HIdetHVC", 351.539978,   7.813056,   0.000000,   0.000000, -302, 24,  0,  1.49,0.04, 17.9, 3.56,   0.0, 0.00,9
630896,"HIdetHVC", 351.578308,  -0.008056,   0.000000,   0.000000, -277, 25,  0,  5.55,0.10, 26.1, 8.71,   0.0, 0.00,9
333483,"HIdetHVC", 351.583313,  30.930277,   0.000000,   0.000000, -436, 28,  1,  1.01,0.07,  7.6, 4.98,   0.0, 0.00,9
335799,"HIdetHVC", 351.601227,   5.528333,   0.000000,   0.000000, -291, 17,  0,  1.22,0.04, 15.8, 3.76,   0.0, 0.00,9
334442,"HIdetHVC", 351.603333,   0.977778,   0.000000,   0.000000, -265, 28,  1,  1.14,0.06,  9.6, 4.87,   0.0, 0.00,9
335800,"HIdetHVC", 351.612488,  13.077222,   0.000000,   0.000000, -348, 24,  0,  9.40,0.10, 46.7, 8.36,   0.0, 0.00,9
333340,"HIdetHVC", 351.614563,  25.659166,   0.000000,   0.000000, -147, 16,  5,  0.44,0.05,  6.5, 3.47,   0.0, 0.00,9
335801,"HIdetHVC", 351.638733,  13.060278,   0.000000,   0.000000, -348, 25,  0, 11.97,0.11, 51.3, 9.58,   0.0, 0.00,9
330444,"UA439   ", 351.643738,  18.279722, 351.636658,  18.266388, 1609,104, 10,  2.35,0.12, 12.9, 3.96,  23.6, 8.49,1
749113,"HIdetHVC", 351.644989,  14.403055,   0.000000,   0.000000, -352, 31,  1, 11.74,0.12, 52.0, 7.73,   0.0, 0.00,9
335146,"HIdetHVC", 351.803772,   7.793334,   0.000000,   0.000000, -293, 24,  1,  0.63,0.04,  7.8, 3.40,   0.0, 0.00,9
335802,"HIdetHVC", 351.852936,  11.158610,   0.000000,   0.000000, -335, 30,  0, 44.04,0.13,159.5,10.56,   0.0, 0.00,9
334819,"HIdetHVC", 351.875427,   9.871111,   0.000000,   0.000000, -331, 24,  0, 16.23,0.07,124.9, 5.92,   0.0, 0.00,9
335803,"HIdetHVC", 351.883331,  12.384444,   0.000000,   0.000000, -345, 26,  0, 72.88,0.14,289.8,10.96,   0.0, 0.00,9
334820,"HIdetHVC", 351.908325,   8.745833,   0.000000,   0.000000, -337, 29,  0, 57.12,0.18,157.7,14.44,   0.0, 0.00,9
335804,"HIdetHVC", 351.936676,   1.925278,   0.000000,   0.000000, -350, 29,  2,  4.29,0.09, 31.6, 5.45,   0.0, 0.00,9
334443,"HIdetHVC", 351.975433,   1.849722,   0.000000,   0.000000, -342, 33,  1,  4.47,0.06, 38.0, 4.45,   0.0, 0.00,9
334444,"HIdetHVC", 352.009583,   1.191667,   0.000000,   0.000000, -253, 21,  1,  1.16,0.05,  9.4, 5.29,   0.0, 0.00,9
335805,"HIdetHVC", 352.033325,  10.337500,   0.000000,   0.000000, -325, 27,  0, 33.30,0.09,203.8, 6.77,   0.0, 0.00,9
334445,"HIdetHVC", 352.036255,   0.837222,   0.000000,   0.000000, -254, 37,  1,  1.81,0.08, 12.4, 5.34,   0.0, 0.00,9
334446,"HIdetHVC", 352.068756,   1.559167,   0.000000,   0.000000, -334, 30,  0, 13.06,0.10, 74.0, 7.17,   0.0, 0.00,9
335806,"HIdetHVC", 352.078766,  12.402222,   0.000000,   0.000000, -346, 25,  0, 28.66,0.11,146.5, 8.89,   0.0, 0.00,9
335579,"HIdetHVC", 352.107910,  36.070553,   0.000000,   0.000000, -457, 24,  1,  0.67,0.02, 14.3, 1.99,   0.0, 0.00,9
 12613,"431-072 ", 352.147095,  14.739167, 352.150848,  14.742778, -182, 20,  3, 20.74,0.05,385.6, 2.50,   0.9, 6.62,1
335807,"HIdetHVC", 352.173340,  10.735833,   0.000000,   0.000000, -317, 41,  1, 26.31,0.12,115.0, 8.08,   0.0, 0.00,9
335808,"HIdetHVC", 352.180420,  11.130834,   0.000000,   0.000000, -326, 39,  1, 21.68,0.12, 92.8, 8.10,   0.0, 0.00,9
335809,"HIdetHVC", 352.221680,  18.204445,   0.000000,   0.000000, -375, 24,  1,  1.42,0.05, 14.6, 4.17,   0.0, 0.00,9
334821,"HIdetHVC", 352.233337,   9.338611,   0.000000,   0.000000, -334, 27,  1, 66.93,0.17,206.4,13.59,   0.0, 0.00,9
335810,"HIdetHVC", 352.233765,  11.997778,   0.000000,   0.000000, -335, 24,  0, 25.50,0.10,118.8, 8.97,   0.0, 0.00,9
335811,"HIdetHVC", 352.248352,  18.615000,   0.000000,   0.000000, -365, 26,  1,  3.13,0.11, 12.4, 9.85,   0.0, 0.00,9
334447,"HIdetHVC", 352.312531,   0.696667,   0.000000,   0.000000, -306, 33,  0,  8.61,0.16, 26.9,12.03,   0.0, 0.00,9
335812,"HIdetHVC", 352.346680,   5.197778,   0.000000,   0.000000, -298, 26,  1,  2.99,0.08, 20.2, 6.44,   0.0, 0.00,9
335813,"HIdetHVC", 352.366241,  20.581112,   0.000000,   0.000000, -173, 21,  1,  0.60,0.04,  8.0, 3.53,   0.0, 0.00,9
330491,"454-075 ", 352.402924,  19.382223, 352.406677,  19.379723, 2632, 65,  2,  6.77,0.05, 85.6, 2.16,  38.0, 9.36,1
335814,"HIdetHVC", 352.416260,  12.277500,   0.000000,   0.000000, -337, 35,  1,  8.30,0.07, 53.4, 5.51,   0.0, 0.00,9
335206,"rgmph   ", 352.427917,   3.021667, 352.437073,   3.027500, 3000, 59,  7,  0.80,0.06,  8.0, 2.88,  42.9, 8.54,1
334448,"HIdetHVC", 352.448761,   1.440833,   0.000000,   0.000000, -215, 32,  0,  9.62,0.08, 63.8, 5.78,   0.0, 0.00,9
334368,"        ", 352.449585,   2.043611, 352.447113,   2.044722, 2703, 92,  5,  1.36,0.07, 11.4, 2.76,  38.6, 8.68,1
335815,"HIdetHVC", 352.541656,  12.478333,   0.000000,   0.000000, -341, 22,  0,  7.21,0.06, 60.8, 5.31,   0.0, 0.00,9
335816,"HIdetHVC", 352.563751,   5.747222,   0.000000,   0.000000, -311, 25,  0,  6.51,0.12, 30.8, 9.35,   0.0, 0.00,9
335147,"HIdetHVC", 352.589996,   7.177500,   0.000000,   0.000000, -301, 27,  1,  4.34,0.07, 33.2, 5.54,   0.0, 0.00,9
